"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
8.049055183E0,3.971999741E1,-1.619999886E1,3.438000107E1,5.497365397E1
8.057020271E0,3.971999741E1,-1.668000031E1,3.461999893E1,5.526703294E1
8.064924324E0,3.929999924E1,-1.668000031E1,3.438000107E1,5.481511492E1
8.072889411E0,3.971999741E1,-1.596000004E1,3.395999908E1,5.464138846E1
8.080793464E0,3.965999985E1,-1.577999973E1,3.365999985E1,5.435917190E1
8.088697517E0,3.965999985E1,-1.542000008E1,3.354000092E1,5.418139581E1
8.096693122E0,4.031999969E1,-1.517999935E1,3.359999847E1,5.463601974E1
8.104597175E0,3.984000015E1,-1.565999985E1,3.347999954E1,5.434493147E1
8.112562263E0,3.989999771E1,-1.589999962E1,3.377999878E1,5.464346368E1
8.120435798E0,3.941999817E1,-1.571999931E1,3.354000092E1,5.409238667E1
8.128339851E0,3.852000046E1,-1.596000004E1,3.347999954E1,5.347356736E1
8.136335456E0,3.881999969E1,-1.619999886E1,3.347999954E1,5.376190760E1
8.144239509E0,3.881999969E1,-1.619999886E1,3.300000000E1,5.346430902E1
8.152204597E0,3.965999985E1,-1.607999992E1,3.293999863E1,5.400486547E1
8.160078132E0,3.989999771E1,-1.583999920E1,3.288000107E1,5.407411453E1
8.168012702E0,4.002000046E1,-1.517999935E1,3.275999832E1,5.390037390E1
8.176038826E0,4.037999725E1,-1.511999989E1,3.311999893E1,5.436996325E1
8.183973396E0,4.013999939E1,-1.511999989E1,3.311999893E1,5.419195768E1
8.191938484E0,4.043999863E1,-1.511999989E1,3.354000092E1,5.467119486E1
8.199781501E0,4.043999863E1,-1.500000000E1,3.377999878E1,5.478578106E1
8.207716072E0,4.007999802E1,-1.493999958E1,3.389999771E1,5.457856423E1
8.215681159E0,3.977999878E1,-1.469999981E1,3.389999771E1,5.429316847E1
8.223646247E0,4.025999832E1,-1.463999939E1,3.359999847E1,5.444407171E1
8.231580818E0,3.989999771E1,-1.529999924E1,3.395999908E1,5.458370940E1
8.239423835E0,4.020000076E1,-1.511999989E1,3.377999878E1,5.464195069E1
8.247327888E0,4.013999939E1,-1.553999996E1,3.402000046E1,5.486411925E1
8.255354011E0,3.905999756E1,-1.535999966E1,3.347999954E1,5.368913641E1
8.263288581E0,3.893999863E1,-1.547999954E1,3.336000061E1,5.356158623E1
8.271253669E0,3.893999863E1,-1.565999985E1,3.336000061E1,5.361388560E1
8.279127204E0,3.995999908E1,-1.565999985E1,3.341999817E1,5.439607890E1
8.287061775E0,4.037999725E1,-1.589999962E1,3.389999771E1,5.506872080E1
8.295057380E0,4.025999832E1,-1.589999962E1,3.359999847E1,5.479632606E1
8.302991951E0,3.984000015E1,-1.583999920E1,3.371999741E1,5.454511355E1
8.310957038E0,3.875999832E1,-1.583999920E1,3.347999954E1,5.361113144E1
8.318769538E0,3.852000046E1,-1.589999962E1,3.354000092E1,5.349329009E1
8.326673591E0,3.893999863E1,-1.571999931E1,3.365999985E1,5.381856056E1
8.334669197E0,3.905999756E1,-1.571999931E1,3.347999954E1,5.379323523E1
8.342603767E0,3.954000092E1,-1.577999973E1,3.354000092E1,5.419734057E1
8.350568855E0,3.984000015E1,-1.559999943E1,3.384000015E1,5.455026310E1
8.358411872E0,3.965999985E1,-1.559999943E1,3.389999771E1,5.445627067E1
8.366315925E0,3.941999817E1,-1.523999977E1,3.395999908E1,5.421692897E1
8.374311531E0,3.905999756E1,-1.553999996E1,3.413999939E1,5.415454336E1
8.382215583E0,3.905999756E1,-1.571999931E1,3.359999847E1,5.386800242E1
8.390211189E0,3.911999893E1,-1.559999943E1,3.377999878E1,5.398909720E1
8.398115242E0,3.936000061E1,-1.619999886E1,3.420000076E1,5.460118738E1
8.406049812E0,3.959999847E1,-1.602000046E1,3.413999939E1,5.468399996E1
8.414014900E0,4.007999802E1,-1.565999985E1,3.455999756E1,5.519089841E1
8.421918952E0,4.025999832E1,-1.553999996E1,3.438000107E1,5.517557011E1
8.429884040E0,3.995999908E1,-1.553999996E1,3.420000076E1,5.484462761E1
8.437727058E0,4.002000046E1,-1.583999920E1,3.438000107E1,5.508620957E1
8.445631111E0,3.947999954E1,-1.577999973E1,3.384000015E1,5.433989663E1
8.453626716E0,3.893999863E1,-1.589999962E1,3.341999817E1,5.372178104E1
8.461561286E0,3.870000076E1,-1.571999931E1,3.293999863E1,5.319635276E1
8.469587409E0,3.857999802E1,-1.542000008E1,3.227999878E1,5.261360062E1
8.477460945E0,3.857999802E1,-1.559999943E1,3.270000076E1,5.292510065E1
8.485426033E0,3.863999939E1,-1.542000008E1,3.305999756E1,5.313933942E1
8.493391120E0,3.947999954E1,-1.571999931E1,3.336000061E1,5.402479415E1
8.501295173E0,3.947999954E1,-1.577999973E1,3.359999847E1,5.419076169E1
8.509260261E0,3.911999893E1,-1.607999992E1,3.354000092E1,5.398029618E1
8.517133796E0,3.918000031E1,-1.619999886E1,3.377999878E1,5.420886186E1
8.525068367E0,3.936000061E1,-1.565999985E1,3.402000046E1,5.433052249E1
8.533033454E0,3.929999924E1,-1.583999920E1,3.407999802E1,5.437684966E1
8.540968025E0,3.989999771E1,-1.596000004E1,3.455999756E1,5.514639471E1
8.548933113E0,3.995999908E1,-1.613999939E1,3.455999756E1,5.524214459E1
8.556806648E0,3.971999741E1,-1.655999947E1,3.468000031E1,5.526856428E1
8.564710701E0,3.941999817E1,-1.661999893E1,3.461999893E1,5.503367102E1
8.572675788E0,3.977999878E1,-1.607999992E1,3.420000076E1,5.486943368E1
8.580610359E0,3.984000015E1,-1.613999939E1,3.354000092E1,5.452207676E1
8.588575447E0,3.971999741E1,-1.619999886E1,3.288000107E1,5.404824352E1
8.596448982E0,3.995999908E1,-1.553999996E1,3.318000031E1,5.421444038E1
8.604383552E0,3.923999786E1,-1.565999985E1,3.311999893E1,5.368377182E1
8.612379158E0,3.918000031E1,-1.553999996E1,3.365999985E1,5.394033382E1
8.620313728E0,3.893999863E1,-1.542000008E1,3.389999771E1,5.388236947E1
8.628278816E0,3.929999924E1,-1.571999931E1,3.365999985E1,5.407960714E1
8.636091316E0,3.905999756E1,-1.577999973E1,3.384000015E1,5.403551990E1
8.643995368E0,3.881999969E1,-1.577999973E1,3.359999847E1,5.371182985E1
8.651990974E0,3.905999756E1,-1.565999985E1,3.329999924E1,5.366385146E1
8.659895027E0,3.881999969E1,-1.589999962E1,3.354000092E1,5.370972003E1
8.667829597E0,3.911999893E1,-1.607999992E1,3.318000031E1,5.375735423E1
8.675703132E0,3.984000015E1,-1.596000004E1,3.365999985E1,5.454303625E1
8.683607185E0,4.007999802E1,-1.553999996E1,3.509999847E1,5.549691643E1
8.691602790E0,4.068000031E1,-1.542000008E1,3.570000076E1,5.627725013E1
8.699506843E0,4.104000092E1,-1.535999966E1,3.695999908E1,5.732584755E1
8.707471931E0,4.061999893E1,-1.542000008E1,3.755999756E1,5.743269219E1
8.715314949E0,4.031999969E1,-1.571999931E1,3.768000031E1,5.738120927E1
8.723249519E0,3.959999847E1,-1.596000004E1,3.797999954E1,5.714334472E1
8.731275642E0,3.905999756E1,-1.602000046E1,3.791999817E1,5.674724738E1
8.739210212E0,3.870000076E1,-1.589999962E1,3.654000092E1,5.554882279E1
8.747144783E0,3.893999863E1,-1.619999886E1,3.527999878E1,5.498583245E1
8.755018318E0,3.887999725E1,-1.626000023E1,3.413999939E1,5.423634715E1
8.762922370E0,3.936000061E1,-1.589999962E1,3.336000061E1,5.398989977E1
8.770887458E0,3.977999878E1,-1.631999969E1,3.377999878E1,5.467978612E1
8.778822029E0,3.959999847E1,-1.596000004E1,3.413999939E1,5.466645259E1
8.786787117E0,3.989999771E1,-1.542000008E1,3.431999969E1,5.484203314E1
8.794630134E0,3.929999924E1,-1.596000004E1,3.431999969E1,5.456256886E1
8.802564704E0,3.923999786E1,-1.565999985E1,3.407999802E1,5.428129781E1
8.810590827E0,3.905999756E1,-1.559999943E1,3.384000015E1,5.398322889E1
8.818525398E0,3.900000000E1,-1.589999962E1,3.407999802E1,5.417800525E1
8.826490486E0,3.941999817E1,-1.577999973E1,3.420000076E1,5.452141505E1
8.834394538E0,3.918000031E1,-1.559999943E1,3.443999863E1,5.444764376E1
8.842298591E0,3.971999741E1,-1.583999920E1,3.491999817E1,5.520860477E1
8.850294197E0,3.954000092E1,-1.626000023E1,3.455999756E1,5.497447327E1
8.858228767E0,3.911999893E1,-1.644000053E1,3.473999786E1,5.484081861E1
8.866163337E0,3.954000092E1,-1.637999916E1,3.461999893E1,5.504780078E1
8.874067390E0,3.947999954E1,-1.631999969E1,3.413999939E1,5.468594255E1
8.881971443E0,3.947999954E1,-1.583999920E1,3.413999939E1,5.454461932E1
8.889967048E0,3.971999741E1,-1.523999977E1,3.329999924E1,5.402615789E1
8.897871101E0,3.929999924E1,-1.535999966E1,3.318000031E1,5.367803973E1
8.905836189E0,3.900000000E1,-1.529999924E1,3.323999786E1,5.347885035E1
8.913709724E0,3.900000000E1,-1.523999977E1,3.347999954E1,5.361126712E1
8.921674812E0,3.941999817E1,-1.523999977E1,3.438000107E1,5.448099047E1
8.929639900E0,3.947999954E1,-1.542000008E1,3.431999969E1,5.453722715E1
8.937574470E0,3.936000061E1,-1.529999924E1,3.413999939E1,5.430321522E1
8.945539558E0,3.936000061E1,-1.565999985E1,3.431999969E1,5.451887400E1
8.953413093E0,3.929999924E1,-1.542000008E1,3.377999878E1,5.406805582E1
8.961347663E0,3.954000092E1,-1.559999943E1,3.425999832E1,5.459413100E1
8.969312751E0,3.971999741E1,-1.607999992E1,3.413999939E1,5.478854031E1
8.977216804E0,3.965999985E1,-1.565999985E1,3.354000092E1,5.425018751E1
8.985181892E0,3.929999924E1,-1.571999931E1,3.323999786E1,5.381919524E1
8.993055427E0,3.936000061E1,-1.553999996E1,3.288000107E1,5.358913805E1
9.001020515E0,3.954000092E1,-1.529999924E1,3.323999786E1,5.387391862E1
9.009016120E0,3.965999985E1,-1.559999943E1,3.359999847E1,5.427002365E1
9.016920173E0,4.002000046E1,-1.583999920E1,3.365999985E1,5.463974379E1
9.024885261E0,4.007999802E1,-1.547999954E1,3.365999985E1,5.458051133E1
9.032789314E0,4.002000046E1,-1.553999996E1,3.341999817E1,5.440577463E1
9.040693367E0,4.002000046E1,-1.511999989E1,3.354000092E1,5.436125913E1
9.048750007E0,4.007999802E1,-1.500000000E1,3.354000092E1,5.437221627E1
9.056684577E0,4.002000046E1,-1.547999954E1,3.365999985E1,5.453646864E1
9.064649665E0,4.031999969E1,-1.529999924E1,3.407999802E1,5.496579497E1
9.072523201E0,4.025999832E1,-1.542000008E1,3.377999878E1,5.476981089E1
9.080457771E0,4.031999969E1,-1.547999954E1,3.384000015E1,5.486782638E1
9.088453376E0,3.995999908E1,-1.529999924E1,3.377999878E1,5.451586761E1
9.096387947E0,3.989999771E1,-1.559999943E1,3.341999817E1,5.433475938E1
9.104383552E0,3.989999771E1,-1.571999931E1,3.359999847E1,5.448016238E1
9.112287605E0,3.959999847E1,-1.583999920E1,3.377999878E1,5.440729520E1
9.120222175E0,3.947999954E1,-1.589999962E1,3.354000092E1,5.418867052E1
9.128248298E0,3.911999893E1,-1.577999973E1,3.347999954E1,5.385436916E1
9.136213386E0,3.918000031E1,-1.559999943E1,3.318000031E1,5.365952689E1
9.144208992E0,3.954000092E1,-1.553999996E1,3.371999741E1,5.423966718E1
9.152021492E0,3.984000015E1,-1.542000008E1,3.377999878E1,5.446182454E1
9.159925544E0,3.977999878E1,-1.577999973E1,3.359999847E1,5.440971046E1
9.167890632E0,3.977999878E1,-1.589999962E1,3.365999985E1,5.448168390E1
9.175825202E0,3.984000015E1,-1.596000004E1,3.347999954E1,5.443213741E1
9.183790290E0,3.971999741E1,-1.607999992E1,3.347999954E1,5.437972932E1
9.191694343E0,3.989999771E1,-1.559999943E1,3.402000046E1,5.470585189E1
9.199598396E0,3.936000061E1,-1.577999973E1,3.402000046E1,5.436523219E1
9.207594001E0,3.875999832E1,-1.571999931E1,3.384000015E1,5.380150052E1
9.215559089E0,3.887999725E1,-1.577999973E1,3.377999878E1,5.386790228E1
9.223524177E0,3.887999725E1,-1.619999886E1,3.389999771E1,5.406758728E1
9.231397712E0,3.941999817E1,-1.559999943E1,3.377999878E1,5.420686816E1
9.239332283E0,3.977999878E1,-1.571999931E1,3.377999878E1,5.450371546E1
9.247266853E0,3.984000015E1,-1.589999962E1,3.395999908E1,5.471121583E1
9.255170906E0,3.984000015E1,-1.559999943E1,3.359999847E1,5.440170486E1
9.263105476E0,3.959999847E1,-1.613999939E1,3.389999771E1,5.456985710E1
9.270948493E0,3.947999954E1,-1.596000004E1,3.371999741E1,5.431786253E1
9.278883064E0,3.929999924E1,-1.565999985E1,3.354000092E1,5.398756520E1
9.286909187E0,3.887999725E1,-1.602000046E1,3.359999847E1,5.382615069E1
9.294813240E0,3.923999786E1,-1.577999973E1,3.371999741E1,5.409088693E1
9.302778327E0,3.929999924E1,-1.559999943E1,3.354000092E1,5.397019162E1
9.310651863E0,3.929999924E1,-1.565999985E1,3.359999847E1,5.402485940E1
9.318555915E0,3.965999985E1,-1.523999977E1,3.341999817E1,5.405616948E1
9.326521003E0,3.941999817E1,-1.559999943E1,3.341999817E1,5.398326144E1
9.334455574E0,3.954000092E1,-1.596000004E1,3.365999985E1,5.432429349E1
9.342420661E0,3.929999924E1,-1.577999973E1,3.389999771E1,5.424673425E1
9.350324714E0,3.965999985E1,-1.613999939E1,3.450000000E1,5.498786383E1
9.358259284E0,3.995999908E1,-1.589999962E1,3.455999756E1,5.517250172E1
9.366193855E0,3.977999878E1,-1.553999996E1,3.407999802E1,5.463868745E1
9.374097908E0,4.002000046E1,-1.583999920E1,3.402000046E1,5.486224970E1
9.382032478E0,3.971999741E1,-1.553999996E1,3.359999847E1,5.429668213E1
9.389906013E0,3.971999741E1,-1.517999935E1,3.329999924E1,5.400926331E1
9.397840583E0,3.977999878E1,-1.602000046E1,3.402000046E1,5.473983146E1
9.405805671E0,3.977999878E1,-1.589999962E1,3.371999741E1,5.451877214E1
9.413740242E0,3.947999954E1,-1.626000023E1,3.371999741E1,5.440676609E1
9.421705329E0,3.929999924E1,-1.668000031E1,3.384000015E1,5.447805026E1
9.429578865E0,3.923999786E1,-1.626000023E1,3.329999924E1,5.397272449E1
9.437482917E0,3.923999786E1,-1.637999916E1,3.341999817E1,5.408306650E1
9.445478523E0,3.989999771E1,-1.613999939E1,3.323999786E1,5.438204534E1
9.453382576E0,4.007999802E1,-1.565999985E1,3.300000000E1,5.422768515E1
9.461347663E0,4.013999939E1,-1.529999924E1,3.323999786E1,5.431580788E1
9.469190681E0,4.043999863E1,-1.511999989E1,3.288000107E1,5.426879726E1
9.477094734E0,4.025999832E1,-1.517999935E1,3.318000031E1,5.433426419E1
9.485059822E0,3.977999878E1,-1.577999973E1,3.347999954E1,5.433568868E1
9.492994392E0,3.984000015E1,-1.596000004E1,3.389999771E1,5.469147153E1
9.500959480E0,3.959999847E1,-1.631999969E1,3.491999817E1,5.526218003E1
9.508833015E0,3.918000031E1,-1.644000053E1,3.497999954E1,5.503586476E1
9.516767585E0,3.947999954E1,-1.626000023E1,3.491999817E1,5.515853736E1
9.524763191E0,3.936000061E1,-1.637999916E1,3.515999985E1,5.526065155E1
9.532728279E0,3.936000061E1,-1.637999916E1,3.450000000E1,5.484308544E1
9.540662849E0,3.954000092E1,-1.637999916E1,3.431999969E1,5.485962472E1
9.548536384E0,3.954000092E1,-1.637999916E1,3.431999969E1,5.485962472E1
9.556470954E0,3.995999908E1,-1.637999916E1,3.402000046E1,5.497696182E1
9.564436042E0,4.013999939E1,-1.583999920E1,3.377999878E1,5.480158249E1
9.572370613E0,4.007999802E1,-1.571999931E1,3.365999985E1,5.464906412E1
9.580305183E0,4.013999939E1,-1.577999973E1,3.365999985E1,5.471036037E1
9.588148201E0,4.002000046E1,-1.607999992E1,3.347999954E1,5.459924179E1
9.596082771E0,3.995999908E1,-1.626000023E1,3.347999954E1,5.460860284E1
9.604108894E0,3.984000015E1,-1.602000046E1,3.347999954E1,5.444976029E1
9.612012947E0,3.954000092E1,-1.559999943E1,3.347999954E1,5.410805877E1
9.619978034E0,3.936000061E1,-1.523999977E1,3.347999954E1,5.387371911E1
9.627821052E0,3.887999725E1,-1.565999985E1,3.402000046E1,5.398379584E1
9.635755622E0,3.918000031E1,-1.583999920E1,3.395999908E1,5.421493831E1
9.643751228E0,3.936000061E1,-1.613999939E1,3.384000015E1,5.435857650E1
9.651685798E0,3.929999924E1,-1.583999920E1,3.359999847E1,5.407730959E1
9.659650886E0,3.954000092E1,-1.542000008E1,3.341999817E1,5.401929611E1
9.667493904E0,3.936000061E1,-1.505999947E1,3.336000061E1,5.374851507E1
9.675397956E0,3.923999786E1,-1.511999989E1,3.365999985E1,5.386452839E1
9.683363044E0,3.905999756E1,-1.559999943E1,3.413999939E1,5.417179109E1
9.691267097E0,3.923999786E1,-1.589999962E1,3.377999878E1,5.416341697E1
9.699201667E0,3.905999756E1,-1.631999969E1,3.407999802E1,5.434585600E1
9.707075202E0,3.977999878E1,-1.607999992E1,3.395999908E1,5.472016300E1
9.714979255E0,4.002000046E1,-1.577999973E1,3.402000046E1,5.484495655E1
9.722974861E0,3.989999771E1,-1.535999966E1,3.371999741E1,5.445160817E1
9.730939949E0,4.013999939E1,-1.517999935E1,3.347999954E1,5.442942495E1
9.738905036E0,3.947999954E1,-1.529999924E1,3.336000061E1,5.390408130E1
9.746809089E0,3.941999817E1,-1.535999966E1,3.318000031E1,5.376595824E1
9.754713142E0,3.905999756E1,-1.577999973E1,3.365999985E1,5.392297646E1
9.762708747E0,3.863999939E1,-1.631999969E1,3.389999771E1,5.393145453E1
9.770643318E0,3.881999969E1,-1.602000046E1,3.407999802E1,5.408400000E1
9.778608406E0,3.905999756E1,-1.602000046E1,3.402000046E1,5.421885516E1
9.786451423E0,3.929999924E1,-1.589999962E1,3.431999969E1,5.454504842E1
9.794385993E0,3.954000092E1,-1.535999966E1,3.413999939E1,5.445071919E1
9.802412117E0,3.984000015E1,-1.559999943E1,3.347999954E1,5.432767217E1
9.810285652E0,3.977999878E1,-1.596000004E1,3.341999817E1,5.435132180E1
9.818220222E0,3.965999985E1,-1.602000046E1,3.329999924E1,5.420743447E1
9.826093757E0,3.977999878E1,-1.626000023E1,3.347999954E1,5.447702525E1
9.834028327E0,3.936000061E1,-1.631999969E1,3.420000076E1,5.463691143E1
9.842054451E0,3.929999924E1,-1.596000004E1,3.402000046E1,5.437436871E1
9.849989021E0,3.971999741E1,-1.571999931E1,3.384000015E1,5.449717591E1
9.857923591E0,3.989999771E1,-1.553999996E1,3.389999771E1,5.461420384E1
9.865797126E0,3.954000092E1,-1.602000046E1,3.347999954E1,5.423064131E1
9.873701179E0,3.965999985E1,-1.571999931E1,3.420000076E1,5.467791161E1
9.881666267E0,3.989999771E1,-1.547999954E1,3.450000000E1,5.497172185E1
9.889600837E0,3.989999771E1,-1.542000008E1,3.420000076E1,5.476701810E1
9.897565925E0,4.031999969E1,-1.481999969E1,3.425999832E1,5.494617595E1
9.905378425E0,3.995999908E1,-1.553999996E1,3.365999985E1,5.450952867E1
9.913282478E0,3.965999985E1,-1.613999939E1,3.341999817E1,5.431676947E1
9.921247566E0,3.959999847E1,-1.631999969E1,3.347999954E1,5.436370700E1
9.929151618E0,3.989999771E1,-1.637999916E1,3.311999893E1,5.438058954E1
9.937116706E0,4.007999802E1,-1.571999931E1,3.311999893E1,5.431812726E1
9.944990242E0,4.025999832E1,-1.589999962E1,3.336000061E1,5.464949308E1
9.952955329E0,3.989999771E1,-1.626000023E1,3.341999817E1,5.452791673E1
9.960920417E0,3.989999771E1,-1.619999886E1,3.371999741E1,5.469449703E1
9.968824470E0,4.025999832E1,-1.613999939E1,3.389999771E1,5.505067565E1
9.976789558E0,4.007999802E1,-1.565999985E1,3.365999985E1,5.463183528E1
9.984693611E0,4.037999725E1,-1.523999977E1,3.359999847E1,5.469699872E1
9.992597663E0,4.002000046E1,-1.488000011E1,3.359999847E1,5.433207835E1
1.000059327E1,3.959999847E1,-1.493999958E1,3.384000015E1,5.418956613E1
1.000849732E1,3.965999985E1,-1.493999958E1,3.389999771E1,5.427088557E1
1.001643189E1,3.941999817E1,-1.523999977E1,3.413999939E1,5.432985742E1
1.002433594E1,3.959999847E1,-1.583999920E1,3.473999786E1,5.500848030E1
1.003224000E1,3.995999908E1,-1.619999886E1,3.450000000E1,5.522220106E1
1.004023560E1,4.002000046E1,-1.644000053E1,3.473999786E1,5.548640830E1
1.004817017E1,4.013999939E1,-1.602000046E1,3.468000031E1,5.541265548E1
1.005613526E1,4.031999969E1,-1.602000046E1,3.395999908E1,5.509650014E1
1.006394776E1,4.043999863E1,-1.565999985E1,3.420000076E1,5.522924168E1
1.007185181E1,4.025999832E1,-1.500000000E1,3.377999878E1,5.465304916E1
1.007984742E1,4.068000031E1,-1.542000008E1,3.359999847E1,5.496907062E1
1.008775147E1,4.043999863E1,-1.523999977E1,3.354000092E1,5.470450387E1
1.009571656E1,4.013999939E1,-1.517999935E1,3.371999741E1,5.457737770E1
1.010359010E1,4.025999832E1,-1.571999931E1,3.402000046E1,5.500314786E1
1.011155518E1,4.007999802E1,-1.529999924E1,3.402000046E1,5.475268622E1
1.011952027E1,3.989999771E1,-1.565999985E1,3.455999756E1,5.506032005E1
1.012742432E1,4.025999832E1,-1.577999973E1,3.438000107E1,5.524364515E1
1.013538941E1,4.020000076E1,-1.589999962E1,3.450000000E1,5.530913170E1
1.014329346E1,4.007999802E1,-1.607999992E1,3.491999817E1,5.553718494E1
1.015119752E1,4.013999939E1,-1.589999962E1,3.479999924E1,5.545330906E1
1.015916260E1,3.936000061E1,-1.583999920E1,3.443999863E1,5.464639721E1
1.016706666E1,3.929999924E1,-1.583999920E1,3.450000000E1,5.464106070E1
1.017503174E1,3.977999878E1,-1.607999992E1,3.461999893E1,5.513219592E1
1.018290528E1,3.995999908E1,-1.626000023E1,3.468000031E1,5.535243044E1
1.019087037E1,4.043999863E1,-1.661999893E1,3.479999924E1,5.588074624E1
1.019883546E1,4.013999939E1,-1.650000000E1,3.468000031E1,5.555332548E1
1.020677003E1,3.959999847E1,-1.668000031E1,3.455999756E1,5.514322915E1
1.021473512E1,3.941999817E1,-1.613999939E1,3.450000000E1,5.481501469E1
1.022263917E1,3.941999817E1,-1.619999886E1,3.461999893E1,5.490829213E1
1.023054322E1,3.971999741E1,-1.596000004E1,3.473999786E1,5.512954967E1
1.023853883E1,3.965999985E1,-1.577999973E1,3.438000107E1,5.480792327E1
1.024641236E1,3.954000092E1,-1.619999886E1,3.438000107E1,5.484374266E1
1.025437745E1,3.954000092E1,-1.602000046E1,3.443999863E1,5.482851076E1
1.026225098E1,3.947999954E1,-1.619999886E1,3.420000076E1,5.468775346E1
1.027015504E1,3.984000015E1,-1.596000004E1,3.402000046E1,5.476593507E1
1.027815064E1,4.025999832E1,-1.602000046E1,3.431999969E1,5.527540374E1
1.028608521E1,4.013999939E1,-1.589999962E1,3.384000015E1,5.485594908E1
1.029401978E1,4.007999802E1,-1.602000046E1,3.395999908E1,5.492110882E1
1.030186280E1,3.971999741E1,-1.631999969E1,3.413999939E1,5.485945809E1
1.030979737E1,3.905999756E1,-1.619999886E1,3.365999985E1,5.404737701E1
1.031776246E1,3.900000000E1,-1.613999939E1,3.413999939E1,5.428663867E1
1.032566651E1,3.905999756E1,-1.589999962E1,3.354000092E1,5.388343956E1
1.033360108E1,3.929999924E1,-1.589999962E1,3.341999817E1,5.398329562E1
1.034147462E1,3.971999741E1,-1.559999943E1,3.341999817E1,5.420271629E1
1.034940919E1,3.989999771E1,-1.542000008E1,3.300000000E1,5.402579217E1
1.035737428E1,3.995999908E1,-1.571999931E1,3.359999847E1,5.452412129E1
1.036530885E1,3.929999924E1,-1.571999931E1,3.402000046E1,5.430440820E1
1.037327393E1,3.918000031E1,-1.547999954E1,3.377999878E1,5.399806596E1
1.038108643E1,3.893999863E1,-1.571999931E1,3.407999802E1,5.408223494E1
1.038899049E1,3.923999786E1,-1.523999977E1,3.389999771E1,5.404854180E1
1.039698609E1,3.971999741E1,-1.488000011E1,3.354000092E1,5.407424765E1
1.040492066E1,3.971999741E1,-1.517999935E1,3.354000092E1,5.415756859E1
1.041288575E1,4.002000046E1,-1.517999935E1,3.329999924E1,5.423027536E1
1.042078980E1,3.954000092E1,-1.565999985E1,3.329999924E1,5.401423161E1
1.042869386E1,3.929999924E1,-1.547999954E1,3.311999893E1,5.367545673E1
1.043668946E1,3.941999817E1,-1.559999943E1,3.336000061E1,5.394613868E1
1.044462403E1,3.941999817E1,-1.547999954E1,3.323999786E1,5.383738570E1
1.045258912E1,3.965999985E1,-1.493999958E1,3.293999863E1,5.367646304E1
1.046046265E1,3.989999771E1,-1.488000011E1,3.329999924E1,5.405843292E1
1.046839722E1,3.989999771E1,-1.469999981E1,3.293999863E1,5.378794773E1
1.047636231E1,3.984000015E1,-1.469999981E1,3.300000000E1,5.378025294E1
1.048426636E1,3.971999741E1,-1.517999935E1,3.318000031E1,5.393535941E1
1.049223145E1,3.959999847E1,-1.577999973E1,3.300000000E1,5.390888861E1
1.050007447E1,3.941999817E1,-1.571999931E1,3.336000061E1,5.398096215E1
1.050797852E1,3.936000061E1,-1.577999973E1,3.359999847E1,5.410340042E1
1.051597413E1,3.965999985E1,-1.542000008E1,3.323999786E1,5.399619846E1
1.052387818E1,3.965999985E1,-1.559999943E1,3.323999786E1,5.404787718E1
1.053187379E1,3.971999741E1,-1.589999962E1,3.365999985E1,5.443788912E1
1.053968629E1,3.954000092E1,-1.650000000E1,3.336000061E1,5.430056457E1
1.054759034E1,3.911999893E1,-1.626000023E1,3.402000046E1,5.433343680E1
1.055558594E1,3.941999817E1,-1.596000004E1,3.365999985E1,5.423701178E1
1.056352052E1,3.947999954E1,-1.602000046E1,3.371999741E1,5.433552248E1
1.057145508E1,3.954000092E1,-1.565999985E1,3.425999832E1,5.461130609E1
1.057932862E1,3.984000015E1,-1.613999939E1,3.420000076E1,5.493054928E1
1.058723267E1,3.959999847E1,-1.626000023E1,3.461999893E1,5.505535226E1
1.059519776E1,3.971999741E1,-1.631999969E1,3.443999863E1,5.504665375E1
1.060313233E1,3.965999985E1,-1.631999969E1,3.407999802E1,5.477868420E1
1.061106690E1,3.984000015E1,-1.602000046E1,3.384000015E1,5.467185416E1
1.061894044E1,3.947999954E1,-1.596000004E1,3.365999985E1,5.428063702E1
1.062684449E1,3.923999786E1,-1.607999992E1,3.329999924E1,5.391877019E1
1.063484010E1,3.936000061E1,-1.577999973E1,3.336000061E1,5.395468173E1
1.064274415E1,3.947999954E1,-1.589999962E1,3.323999786E1,5.400349812E1
1.065067872E1,3.971999741E1,-1.602000046E1,3.354000092E1,5.439899144E1
1.065855225E1,3.954000092E1,-1.583999920E1,3.354000092E1,5.421484030E1
1.066651734E1,3.941999817E1,-1.613999939E1,3.329999924E1,5.406778879E1
1.067448243E1,3.905999756E1,-1.631999969E1,3.384000015E1,5.419567704E1
1.068238648E1,3.929999924E1,-1.613999939E1,3.377999878E1,5.427778402E1
1.069035157E1,3.936000061E1,-1.596000004E1,3.377999878E1,5.426803448E1
1.069825562E1,3.954000092E1,-1.583999920E1,3.438000107E1,5.473848482E1
1.070615968E1,4.013999939E1,-1.577999973E1,3.384000015E1,5.482128741E1
1.071415528E1,4.020000076E1,-1.535999966E1,3.354000092E1,5.456098709E1
1.072202882E1,4.073999786E1,-1.547999954E1,3.420000076E1,5.539871717E1
1.072999390E1,4.037999725E1,-1.529999924E1,3.384000015E1,5.486145974E1
1.073783692E1,3.995999908E1,-1.505999947E1,3.413999939E1,5.467307079E1
